date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:39:37	10637/10637	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Oct%202021%2009:39:39%20GMT	https://blackforex.co.za/policy_privacy	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/policy_privacy.html	(from https://blackforex.co.za/)
11:39:37	10981/10981	---M--	200	added ('OK')	text/javascript	etag:%2221900f307f22135fe5dafa6a070e7222%22	https://s3.tradingview.com/external-embedding/embed-widget-ticker-tape.js	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/s3.tradingview.com/external-embedding/embed-widget-ticker-tape.js	(from https://blackforex.co.za/)
11:39:38	7199/7199	---M--	200	added ('OK')	application/javascript	date:Sat,%2021%20Sep%202013%2013:45:26%20GMT	https://blackforex.co.za/ahomepage_assets/js/jquery-migrate-1.2.1.min.js	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/js/jquery-migrate-1.2.1.min.js	(from https://blackforex.co.za/)
11:39:38	95957/95957	---M--	200	added ('OK')	application/javascript	date:Wed,%2026%20Aug%202015%2015:15:06%20GMT	https://blackforex.co.za/ahomepage_assets/js/jquery-1.11.3.min.js	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/js/jquery-1.11.3.min.js	(from https://blackforex.co.za/)
11:39:38	1074/1074	---M--	200	added ('OK')	application/javascript	date:Wed,%2026%20Aug%202015%2014:58:40%20GMT	https://blackforex.co.za/ahomepage_assets/js/jquery.fittext.js	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/js/jquery.fittext.js	(from https://blackforex.co.za/)
11:39:38	5057/5057	---M--	200	added ('OK')	application/javascript	date:Wed,%2026%20Aug%202015%2014:58:46%20GMT	https://blackforex.co.za/ahomepage_assets/js/jquery.countdown.min.js	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/js/jquery.countdown.min.js	(from https://blackforex.co.za/)
11:39:39	2668/2668	---M--	200	added ('OK')	application/javascript	date:Wed,%2026%20Aug%202015%2014:58:58%20GMT	https://blackforex.co.za/ahomepage_assets/js/jquery.placeholder.min.js	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/js/jquery.placeholder.min.js	(from https://blackforex.co.za/)
11:39:39	23890/23890	---M--	200	added ('OK')	application/javascript	date:Wed,%2026%20Aug%202015%2014:59:10%20GMT	https://blackforex.co.za/ahomepage_assets/js/owl.carousel.min.js	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/js/owl.carousel.min.js	(from https://blackforex.co.za/)
11:39:39	2381/2381	---M--	200	added ('OK')	application/javascript	date:Wed,%2026%20Aug%202015%2014:58:52%20GMT	https://blackforex.co.za/ahomepage_assets/js/jquery.ajaxchimp.min.js	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/js/jquery.ajaxchimp.min.js	(from https://blackforex.co.za/)
11:39:39	10727/10727	---M--	200	added ('OK')	application/javascript	date:Wed,%2026%20Aug%202015%2018:13:22%20GMT	https://blackforex.co.za/ahomepage_assets/js/main.js	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/js/main.js	(from https://blackforex.co.za/)
11:39:40	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Oct%202021%2009:39:42%20GMT	https://blackforex.co.za/ahomepage_assets/css/grabbing.png	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/css/grabbing.png	(from https://blackforex.co.za/ahomepage_assets/css/vendor.css)
11:39:40	1247/1247	---M--	200	added ('OK')	text/css	date:Wed,%2029%20Jul%202015%2012:44:32%20GMT	https://blackforex.co.za/ahomepage_assets/css/fonts.css	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/css/fonts.css	(from https://blackforex.co.za/ahomepage_assets/css/main.css)
11:39:40	21984/21984	---M--	200	added ('OK')	text/css	date:Wed,%2027%20Aug%202014%2000:46:50%20GMT	https://blackforex.co.za/ahomepage_assets/css/font-awesome/css/font-awesome.min.css	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/css/font-awesome/css/font-awesome.min.css	(from https://blackforex.co.za/ahomepage_assets/css/main.css)
11:39:41	3631/3631	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jul%202015%2018:28:38%20GMT	https://blackforex.co.za/ahomepage_assets/images/logo/logo@2x.png	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/images/logo/logo@2x.png	(from https://blackforex.co.za/ahomepage_assets/css/main.css)
11:39:41	669/669	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jul%202015%2018:28:38%20GMT	https://blackforex.co.za/ahomepage_assets/images/users.png	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/images/users.png	(from https://blackforex.co.za/ahomepage_assets/css/main.css)
11:39:41	518/518	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jul%202015%2018:28:38%20GMT	https://blackforex.co.za/ahomepage_assets/images/marker.png	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/images/marker.png	(from https://blackforex.co.za/ahomepage_assets/css/main.css)
11:39:41	240089/240089	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Oct%202021%2018:45:17%20GMT	https://blackforex.co.za/ahomepage_assets/images/bg.jpg	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/images/bg.jpg	(from https://blackforex.co.za/ahomepage_assets/css/main.css)
11:39:41	2845/2845	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jul%202015%2018:28:38%20GMT	https://blackforex.co.za/ahomepage_assets/images/users@2x.png	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/images/users@2x.png	(from https://blackforex.co.za/ahomepage_assets/css/main.css)
11:39:42	1288/1288	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jul%202015%2016:17:40%20GMT	https://blackforex.co.za/ahomepage_assets/images/slides/photography@2x.png	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/images/slides/photography@2x.png	(from https://blackforex.co.za/ahomepage_assets/css/main.css)
11:39:42	2979/2979	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jul%202015%2016:17:42%20GMT	https://blackforex.co.za/ahomepage_assets/images/slides/digitalmedia@2x.png	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/images/slides/digitalmedia@2x.png	(from https://blackforex.co.za/ahomepage_assets/css/main.css)
11:39:42	1265/1265	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jul%202015%2016:17:42%20GMT	https://blackforex.co.za/ahomepage_assets/images/slides/marketing@2x.png	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/images/slides/marketing@2x.png	(from https://blackforex.co.za/ahomepage_assets/css/main.css)
11:39:42	1586/1586	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jul%202015%2016:17:42%20GMT	https://blackforex.co.za/ahomepage_assets/images/slides/videography@2x.png	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/images/slides/videography@2x.png	(from https://blackforex.co.za/ahomepage_assets/css/main.css)
11:39:43	1333/1333	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jul%202015%2016:17:42%20GMT	https://blackforex.co.za/ahomepage_assets/images/slides/packaging@2x.png	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/images/slides/packaging@2x.png	(from https://blackforex.co.za/ahomepage_assets/css/main.css)
11:39:43	2966/2966	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jul%202015%2016:17:42%20GMT	https://blackforex.co.za/ahomepage_assets/images/slides/webdesign@2x.png	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/images/slides/webdesign@2x.png	(from https://blackforex.co.za/ahomepage_assets/css/main.css)
11:39:43	1304/1304	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jul%202015%2016:17:42%20GMT	https://blackforex.co.za/ahomepage_assets/images/slides/webdevelopment@2x.png	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/images/slides/webdevelopment@2x.png	(from https://blackforex.co.za/ahomepage_assets/css/main.css)
11:39:44	1067/1067	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jul%202015%2016:17:40%20GMT	https://blackforex.co.za/ahomepage_assets/images/slides/branding@2x.png	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/images/slides/branding@2x.png	(from https://blackforex.co.za/ahomepage_assets/css/main.css)
11:39:44	2166/2166	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jul%202015%2018:28:38%20GMT	https://blackforex.co.za/ahomepage_assets/images/marker@2x.png	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/ahomepage_assets/images/marker@2x.png	(from https://blackforex.co.za/ahomepage_assets/css/main.css)
11:39:44	41065/41065	---MCZ	200	added ('OK')	text/css	etag:W/%22d61bfe9b56c13ecff5313ee3abb45e8b%22	https://use.fontawesome.com/releases/v5.0.13/css/all.css	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/use.fontawesome.com/releases/v5.0.13/css/all.css	(from https://blackforex.co.za/login)
11:39:46	240089/240089	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Oct%202021%2018:49:08%20GMT	https://blackforex.co.za/dist/images/login-new.jpeg	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/dist/images/login-new.jpg	(from https://blackforex.co.za/login)
11:39:46	1132/1132	---M--	200	added ('OK')	text/css	date:Sat,%2009%20May%202020%2016:54:00%20GMT	https://blackforex.co.za/reviews/style.css	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/reviews/style.css	(from https://blackforex.co.za/reviews/clients_reviews)
11:39:46	1647/1647	---M--	200	added ('OK')	text/css	date:Sat,%2009%20May%202020%2017:06:14%20GMT	https://blackforex.co.za/reviews/reviews.css	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/reviews/reviews.css	(from https://blackforex.co.za/reviews/clients_reviews)
11:39:47	145/145	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Oct%202021%2009:39:49%20GMT	https://blackforex.co.za/reviews/reviews.php?page_id=	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/reviews/reviewsc26c.html	(from https://blackforex.co.za/reviews/clients_reviews)
11:39:47	851170/851170	---M--	200	added ('OK')	text/css	date:Thu,%2007%20Oct%202021%2015:06:12%20GMT	https://blackforex.co.za/dist/styles.css	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/dist/styles.css	(from https://blackforex.co.za/login)
11:39:48	14440/14440	---M-Z	200	added ('OK')	text/css	etag:%2212a150e-3868-5ca63e2fcb68c-gzip%22	https://cdn.datatables.net/1.11.0/css/jquery.dataTables.min.css	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/cdn.datatables.net/1.11.0/css/jquery.dataTables.min.css	(from https://blackforex.co.za/terms_conditions)
11:39:48	89137/89137	---M--	200	added ('OK')	application/javascript	date:Wed,%2003%20Feb%202021%2012:28:12%20GMT	https://blackforex.co.za/admin/assets/js/jquery.min.js	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/admin/assets/js/jquery.min.js	(from https://blackforex.co.za/terms_conditions)
11:39:49	5721/5721	---M--	200	added ('OK')	application/javascript	date:Fri,%2015%20Jan%202021%2010:53:06%20GMT	https://blackforex.co.za/admin/assets/plugins/datatable/js/dataTables.bootstrap5.min.js	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/admin/assets/plugins/datatable/js/dataTables.bootstrap5.min.js	(from https://blackforex.co.za/terms_conditions)
11:39:49	1396/1396	---M--	200	added ('OK')	application/javascript	date:Sat,%2029%20May%202021%2010:05:20%20GMT	https://blackforex.co.za/main.js	C:/Users/NANDU/Desktop/my%20sites/Black%20forex%20clone/blackforex.co.za/main.js	(from https://blackforex.co.za/terms_conditions)
